pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
4564	a red stop sign sitting on the side of a street	a stop sign with a street sign on top of it	0	NEUTRAL
4565	a person holding a remote control in their hand	a person holding a remote control in their hand	0	NEUTRAL
4566	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
4567	a motorcycle parked on the side of a street	a motorcycle parked on the side of a street	0	NEUTRAL
4568	a group of people standing in front of a store	a group of people standing in front of a store	0	NEUTRAL
4569	a giraffe standing next to a wooden fence	a giraffe standing next to a wooden fence	0	NEUTRAL
4570	a cat is sitting on the hood of a car	a cat is sitting on the hood of a car	0	NEUTRAL
4571	a red truck parked in a parking lot	a red truck parked in a parking lot	0	NEUTRAL
4572	a teddy bear sitting on top of a chair	a teddy bear sitting on top of a book	0	NEUTRAL
4573	a bathroom with a toilet and a sink	a bathroom with a toilet and a sink	0	NEUTRAL
4574	two parking meters on the side of the street	two parking meters on the side of the street	0	NEUTRAL
4575	a boat that is sitting in the water	a boat that is sitting in the water	0	NEUTRAL
4576	a large passenger jet sitting on top of an airport runway	a large passenger jet sitting on top of an airport runway	0	NEUTRAL
4577	a group of people riding bikes down a street	a city street filled with lots of traffic	0	NEUTRAL
4578	a man and a woman standing next to a motorcycle	a man is standing next to a motorcycle	0	NEUTRAL
4579	an airplane is flying in the sky over a mountain	an airplane is flying in the sky over a mountain	0	NEUTRAL
4580	a large passenger jet sitting on top of an airport runway	a large jetliner sitting on top of an airport runway	0	NEUTRAL
4581	a yellow fire hydrant sitting on the side of a road	a yellow fire hydrant sitting on the side of a road	0	NEUTRAL
4582	a traffic light on a pole on a city street	a traffic light on a pole on a city street	0	NEUTRAL
4583	a red and white bus parked in front of a building	a red and white bus parked in front of a building	0	NEUTRAL
4584	a cat is sitting on top of a book shelf	a cat is sitting on top of a book shelf	0	NEUTRAL
4585	a plate of food with a cup of coffee	a book and a cup of coffee on a table	0	NEUTRAL
4586	a red and white bus parked in front of a building	a red and white bus parked in front of a building	0	NEUTRAL
4587	a group of people standing on top of a sandy beach	a group of people standing on top of a sandy beach	0	NEUTRAL
4588	a street sign is on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4589	a close up of a clock on a table	a close up of a clock on a table	0	NEUTRAL
4590	a computer keyboard and mouse on a desk	a computer keyboard and mouse on a desk	0	NEUTRAL
4591	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
4592	a person is holding a sandwich in their hand	a person is holding a sandwich in their hand	0	NEUTRAL
4593	an airplane is flying in the air with a sky background	an airplane is flying in the air with a sky background	0	NEUTRAL
4594	a large passenger jet flying through a blue sky	a large passenger jet flying through a blue sky	0	NEUTRAL
4595	a bus is parked on the side of the road	a bus is parked on the side of the road	0	NEUTRAL
4596	a bunch of doughnuts sitting on a plate	a bunch of doughnuts sitting on a plate	0	NEUTRAL
4597	a vintage fire truck parked in a parking lot	an old fire truck parked in a parking lot	0	NEUTRAL
4598	a man riding a motorcycle down a street	a man riding a motorcycle down a street	0	NEUTRAL
4599	a truck is parked in a parking lot	a truck is parked in a parking lot	0	NEUTRAL
4600	a man sitting on a couch with a laptop	a man sitting on a chair with a laptop	0	NEUTRAL
4601	a traffic light on a pole on a street	a traffic light on a pole on a street	0	NEUTRAL
4602	a parking meter sitting in front of a building	a parking meter sitting on the side of a street	0	NEUTRAL
4603	a cat laying on top of a remote control	a cat laying on top of a remote control	0	NEUTRAL
4604	a street sign on the side of the road	a street sign on the side of the road	0	NEUTRAL
4605	a city street filled with lots of traffic	a city street filled with lots of traffic	0	NEUTRAL
4606	a tennis racket is on a tennis court	a tennis racket is on a tennis court	0	NEUTRAL
4607	a man in a baseball uniform holding a baseball bat	a baseball player is throwing a baseball	0	NEUTRAL
4608	a street with a traffic light on the side of it	a street with a traffic light and a street sign	0	NEUTRAL
4609	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
4610	a man standing in front of a bus	a man is standing in front of a bus	0	NEUTRAL
4611	a stop sign is on the side of the road	a stop sign is on the side of the road	0	NEUTRAL
4612	a person riding a motorcycle on a dirt road	a person riding a motorcycle on a dirt road	0	NEUTRAL
4613	a table topped with a glass of wine	a table topped with a glass of wine and a plate of food	0	NEUTRAL
4614	a crowd of people walking down a street	a crowd of people walking down a street	0	NEUTRAL
4615	a small boat in a large body of water	a small boat in a large body of water	0	NEUTRAL
4616	a bathroom with a sink and a mirror	a bathroom with a mirror and a sink	0	NEUTRAL
4617	a double decker bus parked in a parking lot	a bus is parked on the side of the street	0	NEUTRAL
4618	a large building with a building in the background	a large building with a building in the background	0	NEUTRAL
4619	a stop sign is on the corner of a street	a stop sign with a street sign on top of it	0	NEUTRAL
4620	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4621	a clock on the side of a building	a clock on the side of a building	0	NEUTRAL
4622	a little boy holding a remote control in his hand	a little boy holding a remote control in his hand	0	NEUTRAL
4623	a man walking down a street with a stop sign	a man standing on the side of a road with a stop sign	0	NEUTRAL
4624	a birthday cake with a UNK on top	a birthday cake with a UNK on top	0	NEUTRAL
4625	a man is riding a horse drawn carriage	a man is riding a horse drawn carriage	0	NEUTRAL
4626	a laptop computer sitting on top of a table	a laptop computer sitting on top of a table	0	NEUTRAL
4627	a man standing in front of a train station	a man standing on a train platform near a train	0	NEUTRAL
4628	an airplane is on the runway at the airport	an airplane is on the runway at the airport	0	NEUTRAL
4629	a group of people walking down a street	a group of people walking down a street	0	NEUTRAL
4630	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
4631	a man sitting at a table with a pizza	a man sitting at a table with a pizza	0	NEUTRAL
4632	a person holding a cell phone in their hand	a person holding a cell phone in their hand	0	NEUTRAL
4633	a birthday cake with a UNK on top	a birthday cake with a UNK on top	0	NEUTRAL
4634	a baseball player throwing a pitch from the mound	a baseball player throwing a pitch from the mound	0	NEUTRAL
4635	a police officer is riding a motorcycle on the street	a police officer is riding a motorcycle on the street	0	NEUTRAL
4636	an airplane flying in the sky with a blue sky	an airplane flying in the sky with a blue sky	0	NEUTRAL
4637	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
4638	a pile of oranges sitting on top of a table	a pile of oranges sitting on top of a table	0	NEUTRAL
4639	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
4640	a man sitting in front of a laptop computer	a man sitting in front of a laptop computer	0	NEUTRAL
4641	a traffic light sitting on the side of a road	a traffic light sitting on the side of a road	0	NEUTRAL
4642	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
4643	a man standing next to a plane on a runway	a group of people standing around a plane	0	NEUTRAL
4644	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
4645	a traffic light on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4646	a large clock tower with a clock on top	a large clock tower with a clock on top	0	NEUTRAL
4647	a stop sign with a sticker on it	a stop sign with a sticker on it	0	NEUTRAL
4648	two pizzas sitting on top of a table	two pizzas sitting on top of a table	0	NEUTRAL
4649	a man holding a stop sign in front of a building	a man holding a stop sign in front of a building	0	NEUTRAL
4650	a picture of a clock on the side of a building	a clock on the side of a building	0	NEUTRAL
4651	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
4652	a glass vase with a flower on top of it	a glass vase with a flower on top of it	0	NEUTRAL
4653	a piece of cake on a plate with a fork	a piece of cake on a plate on a table	0	NEUTRAL
4654	a double decker bus driving down the street	a double decker bus driving down the street	0	NEUTRAL
4655	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4656	a sandwich and a drink on a table	a sandwich and a drink on a table	0	NEUTRAL
4657	a hot dog and a drink on a table	a hot dog and a drink on a table	0	NEUTRAL
4658	a red fire hydrant sitting in the middle of a forest	a red fire hydrant sitting in the middle of a forest	0	NEUTRAL
4659	a group of young men playing a game of soccer	a group of young men playing a game of soccer	0	NEUTRAL
4660	a white truck driving down a city street	a truck is parked on the side of the street	0	NEUTRAL
4661	a street sign on the side of the road	a street sign on the side of the road	0	NEUTRAL
4662	a man in a baseball uniform throwing a ball	a man in a baseball uniform throwing a ball	0	NEUTRAL
4663	an airplane flying in the sky with a sky background	an airplane flying in the sky with a sky background	0	NEUTRAL
4664	a clock on a pole on a city street	a clock on a pole on a city street	0	NEUTRAL
4665	a man is standing next to a dog on a leash	a man and a dog are standing in the street	0	NEUTRAL
4666	a stop sign with a street sign on top of it	a stop sign with a sign on it	0	NEUTRAL
4667	a parking meter on the side of the road	a parking meter on the side of the road	0	NEUTRAL
4668	a street sign is on the side of a pole	a street sign on a pole on a city street	0	NEUTRAL
4669	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
4670	a large clock on the side of a building	a clock on the wall of a building	0	NEUTRAL
